timestamp,odometer (miles),latitude,longitude,location,distance (m)
2019-04-06T14:49:57Z,168560,36.1491593,-86.7811595,124.137,,116.55680001413114
2019-04-06T14:50:03Z,168560,36.1495217,-86.7826383,122.886,,139.03323687173008
2019-04-06T14:50:08Z,168561,36.1498985,-86.7837825,124.167,,111.14423113860421
2019-04-06T14:50:14Z,168561,36.1505607,-86.7850949,124.51,,139.1008474349588
2019-04-06T14:50:20Z,168561,36.1515155,-86.7863298,123.467,,153.54675206632243
2019-04-06T14:50:25Z,168561,36.1525766,-86.7870904,122.142,,136.20019325372715
2019-04-06T14:50:31Z,168561,36.1539085,-86.7879055,118.834,,165.02757343074353
2019-04-06T14:50:36Z,168561,36.154994,-86.7886151,113.204,,136.44721836382448
2019-04-06T14:50:41Z,168561,36.1560636,-86.7893037,110.905,,133.9089805400088
2019-04-06T14:50:47Z,168561,36.1573831,-86.7902542,110.535,,169.569355322297
2019-04-06T14:50:52Z,168561,36.1584833,-86.7911882,108.126,,148.2351687545133
2019-04-06T14:50:58Z,168561,36.1597758,-86.7923346,101.4,,176.79411513949614
2019-04-06T14:51:04Z,168561,36.1611728,-86.793095,103.18,,169.45462283263396
2019-04-06T14:51:10Z,168562,36.1627059,-86.793437,105.218,,172.89158633793255
2019-04-06T14:51:15Z,168562,36.1639985,-86.793714,109.495,"605, 12th Ave N, Capitol Hill Area, Nashville, Davidson County, Tennessee, 37203, USA",145.6441825000445
2019-04-06T14:51:20Z,168562,36.1652153,-86.7942049,114.898,,142.16487333996665
2019-04-06T14:51:26Z,168562,36.1665649,-86.7950464,112.655,,167.82419897881985
2019-04-06T14:51:31Z,168562,36.1677068,-86.795844,113.648,,145.62423990279743
2019-04-06T14:51:37Z,168562,36.1691077,-86.7968341,115.381,,179.17388758673945
2019-04-06T14:51:43Z,168562,36.170456,-86.7977982,113.256,,172.95279073513024
2019-04-06T14:51:48Z,168562,36.1715327,-86.7986095,110.014,,140.04555300512695
2019-04-06T14:51:54Z,168562,36.1728611,-86.7995101,109.956,,168.20629312480392
2019-04-06T14:51:59Z,168562,36.1739748,-86.8000788,113.54,,133.8015779555437
2019-04-06T14:52:05Z,168563,36.1753425,-86.8005204,116.666,,156.9108845573558
2019-04-06T14:52:10Z,168563,36.176484,-86.8006992,113.797,,127.7152475232617
2019-04-06T14:52:15Z,168563,36.1777322,-86.8007515,111.766,,138.6003558134318
2019-04-06T14:52:21Z,168563,36.1792637,-86.8005847,110.25,,170.6096811593735
2019-04-06T14:52:27Z,168563,36.180721,-86.8001325,110.879,,166.74771018479947
2019-04-06T14:52:33Z,168563,36.1821548,-86.7994235,113.943,,171.43613609024442
2019-04-06T14:52:39Z,168563,36.1832075,-86.7987712,113.129,,130.72475445358344
2019-04-06T14:52:44Z,168563,36.1839318,-86.7982492,112.044,,93.08979516818836
2019-04-06T14:52:49Z,168563,36.1844508,-86.7977978,111.454,,70.46872543563717
2019-04-06T14:52:55Z,168563,36.185016,-86.797326,113.634,,75.75871966357161
2019-04-06T14:53:01Z,168563,36.1854426,-86.7969172,112.268,,59.9580163973718
2019-04-06T14:53:07Z,168563,36.1858062,-86.7965636,115.149,"1901, 5th Ave N, Cumberland Heights, Nashville, Davidson County, Tennessee, 37208, USA",51.45750532961581
2019-04-06T14:53:12Z,168563,36.1860015,-86.7963567,113.275,,28.62762180989022
2019-04-06T14:53:17Z,168563,36.1861894,-86.7961759,112.062,,26.470816663401237
2019-04-06T14:53:22Z,168563,36.1863567,-86.7959771,113.639,,25.82459518928081
2019-04-06T14:53:28Z,168563,36.1865544,-86.7957422,112.355,,30.485747312966787
2019-04-06T14:53:34Z,168563,36.1867013,-86.7955777,112.121,,22.01641944273396
2019-04-06T14:53:39Z,168563,36.1868496,-86.7954136,111.258,,22.12322470985416
2019-04-06T14:53:45Z,168563,36.1869989,-86.79524,109.455,,22.837792616486183
2019-04-06T14:53:50Z,168563,36.1870717,-86.7951491,108.559,,11.528980419822421
2019-04-06T14:53:55Z,168563,36.1871587,-86.7950559,106.108,,13.018764819210583
2019-04-06T14:54:01Z,168563,36.187285,-86.7949156,106.041,,18.859708163981374
2019-04-06T14:54:07Z,168563,36.1873697,-86.7948112,107.238,,13.340075884047886
2019-04-06T14:54:13Z,168563,36.1874985,-86.794668,106.89,,19.243423850758465
2019-04-06T14:54:18Z,168564,36.1875932,-86.7945526,105.483,,14.83767446196818
2019-04-06T14:54:24Z,168564,36.1877176,-86.7944071,102.648,,19.23224111358826
2019-04-06T14:54:30Z,168564,36.1877498,-86.7943932,99.284,,5.06423417935455
2019-04-06T14:54:36Z,168564,36.1878833,-86.7941557,99.862,,26.003305416362252
2019-04-06T14:54:41Z,168564,36.1879632,-86.7940555,99.735,,12.643499363562132
2019-04-06T14:54:46Z,168564,36.1879839,-86.7940181,99.575,,4.076659691123706
2019-04-06T14:54:52Z,168564,36.1880068,-86.7939824,99.434,,4.0974399659293885
2019-04-06T14:54:58Z,168564,36.1880196,-86.7939578,99.312,"1904, 3rd Ave N, Metro Second and Hume, Nashville, Davidson County, Tennessee, 37208, USA",2.632236836328879
2019-04-06T14:55:04Z,168564,36.1881363,-86.7938206,101.268,,17.995046643170078
2019-04-06T14:55:09Z,168564,36.1882471,-86.7936674,103.948,,18.661327401232967
2019-04-06T14:55:15Z,168564,36.1882792,-86.7936168,105.754,,6.055180610738034
2019-04-06T14:55:20Z,168564,36.1883012,-86.7935828,104.684,,4.056809660123032
2019-04-06T14:55:26Z,168564,36.1883139,-86.7935616,104.006,,2.466192772438501
2019-04-06T14:55:32Z,168564,36.1883143,-86.7935669,104.749,,0.8839100350291538
2019-04-06T14:55:37Z,168564,36.1883132,-86.793567,104.945,,0.2310751787418873
2019-04-06T14:55:42Z,168564,36.1883131,-86.793567,104.942,,0.011494816496183256
2019-04-06T14:55:48Z,168564,36.1883131,-86.7935669,104.933,,0.012724409862856757
2019-04-06T14:55:54Z,168564,36.1883461,-86.7935254,103.821,,5.346055438644491
2019-04-06T14:56:00Z,168564,36.1884084,-86.7934365,103.245,,10.586199363715673
2019-04-06T14:56:05Z,168564,36.1884407,-86.7933809,104.483,,6.276229578173207
2019-04-06T14:56:11Z,168564,36.1884478,-86.7933521,104.445,,2.7079831267070738
2019-04-06T14:56:17Z,168564,36.1884457,-86.7933501,103.011,,1.4639060056441675
2019-04-06T14:56:22Z,168564,36.1884637,-86.7933269,101.895,,3.0967410319917166
2019-04-06T14:56:28Z,168564,36.188533,-86.79323,101.603,,11.627129120589343
2019-04-06T14:56:34Z,168564,36.1886066,-86.7931488,102.04,,10.965304519715398
2019-04-06T14:56:40Z,168564,36.1886646,-86.7930816,102.441,,8.83852828481591
2019-04-06T14:56:46Z,168564,36.1886989,-86.7930833,103.43,,3.9354432601789298
2019-04-06T14:56:52Z,168564,36.1887299,-86.793037,104.022,"I 65, Cumberland Heights, Nashville, Davidson County, Tennessee, 37208, USA",5.433955760571005
2019-04-06T14:56:58Z,168564,36.1887611,-86.7929766,103.913,,6.443219419362988
2019-04-06T14:57:04Z,168564,36.1888093,-86.7928914,104.699,,9.37852102425766
2019-04-06T14:57:09Z,168564,36.1888407,-86.792825,105.989,,7.033989893533758
2019-04-06T14:57:14Z,168564,36.1888754,-86.7927603,105.392,,7.003707696544072
2019-04-06T14:57:20Z,168564,36.1888709,-86.7927527,105.917,,0.9961416238881208
2019-04-06T14:57:25Z,168564,36.1888712,-86.7927536,106.953,,1.039691227095451
2019-04-06T14:57:31Z,168564,36.1888745,-86.792765,106.139,,1.359479826864213
2019-04-06T14:57:37Z,168564,36.1889103,-86.7927123,106.072,,6.185170608164286
2019-04-06T14:57:42Z,168564,36.1889638,-86.7926323,106.101,,9.32877085388861
2019-04-06T14:57:47Z,168564,36.1889936,-86.7925822,106.58,,5.61001481589373
2019-04-06T14:57:53Z,168564,36.189002,-86.7925808,106.874,,0.985447068043888
2019-04-06T14:57:58Z,168564,36.1890411,-86.7925218,107.239,,6.864553775977629
2019-04-06T14:58:04Z,168564,36.1891274,-86.7923819,106.291,,15.841657285575968
2019-04-06T14:58:10Z,168564,36.1892915,-86.7920793,105.665,,32.75399683384993
2019-04-06T14:58:15Z,168564,36.189444,-86.7917997,103.934,,30.362207379732038
2019-04-06T14:58:21Z,168564,36.1896036,-86.7915406,102.727,,29.296011001857877
2019-04-06T14:58:26Z,168564,36.1896521,-86.7914628,104.115,,8.936566769429081
2019-04-06T14:58:31Z,168564,36.1896599,-86.7914592,104.522,,1.009769089213741
2019-04-06T14:58:37Z,168564,36.1896896,-86.7913977,103.218,,6.569856078210701
2019-04-06T14:58:42Z,168564,36.1897379,-86.791311,102.667,"I 65, Cumberland Heights, Nashville, Davidson County, Tennessee, 37208, USA",9.478716799886797
2019-04-06T14:58:47Z,168564,36.1897746,-86.7912368,102.206,,7.8320930491589325
2019-04-06T14:58:53Z,168564,36.1898528,-86.7910908,101.471,,15.75753612270757
2019-04-06T14:58:59Z,168564,36.189887,-86.7910227,103.499,,7.485741382486453
2019-04-06T14:59:04Z,168564,36.1898936,-86.7910059,102.686,,1.8657049465274278
2019-04-06T14:59:09Z,168564,36.1899057,-86.7910037,104.6,,2.346340470062873
2019-04-06T14:59:15Z,168564,36.1899885,-86.7908477,105.727,,16.810193049716904
2019-04-06T14:59:21Z,168564,36.190061,-86.7907136,105.299,,14.50508783635975
2019-04-06T14:59:27Z,168564,36.1900696,-86.7906874,106.141,,2.678324493179158
2019-04-06T14:59:33Z,168564,36.1900686,-86.790693,106.464,,0.6085774787685204
2019-04-06T14:59:38Z,168564,36.190106,-86.7906509,105.984,,5.638572437981593
2019-04-06T14:59:44Z,168564,36.1901318,-86.7906234,104.813,,3.960544333363829
2019-04-06T14:59:49Z,168564,36.1901448,-86.7906018,104.741,,2.4209266704111125
2019-04-06T14:59:55Z,168564,36.1901689,-86.7905733,104.717,,3.7045642782468358
2019-04-06T15:00:01Z,168564,36.1901738,-86.7905728,104.92,,0.5821244925433743
2019-04-06T15:00:06Z,168564,36.1901869,-86.7905618,105.439,,1.833407305913317
2019-04-06T15:00:12Z,168564,36.190207,-86.7904818,103.644,,7.74447797331174
2019-04-06T15:00:17Z,168564,36.1902012,-86.7904819,103.242,,0.7588787982045869
2019-04-06T15:00:22Z,168564,36.1902009,-86.7904771,104.131,,0.9888570173062111
2019-04-06T15:00:28Z,168564,36.1902013,-86.7904724,104.636,,0.6600894040070434
2019-04-06T15:00:34Z,168564,36.1902013,-86.7904714,104.659,"1, Vantage Way, Cumberland Heights, Nashville, Davidson County, Tennessee, 37208, USA",0.09284218688562644
2019-04-06T15:00:39Z,168564,36.1902016,-86.7904712,104.678,,0.04234152473597471
2019-04-06T15:00:45Z,168564,36.1902017,-86.7904711,104.687,,0.016883055507229346
2019-04-06T15:00:51Z,168564,36.1902018,-86.790471,104.684,,0.01459581018597962
2019-04-06T15:00:56Z,168564,36.1902392,-86.7904152,104.049,,6.543523774779984
2019-04-06T15:01:01Z,168564,36.1903308,-86.7902588,103.28,,17.372684096104866
2019-04-06T15:01:06Z,168564,36.1903639,-86.7902087,103.578,,5.821230607696279
2019-04-06T15:01:12Z,168564,36.1904061,-86.7901171,104.845,,9.561269152330926
2019-04-06T15:01:17Z,168564,36.1904584,-86.7900026,106.272,,11.90740716121996
2019-04-06T15:01:23Z,168564,36.1905281,-86.7898296,106.319,,17.377122309498095
2019-04-06T15:01:29Z,168564,36.1906058,-86.7896615,104.976,,17.457444239125035
2019-04-06T15:01:34Z,168564,36.1906716,-86.7895219,106.381,,14.593008343234086
2019-04-06T15:01:40Z,168564,36.1907528,-86.7893069,106.923,,21.341652169535386
2019-04-06T15:01:45Z,168564,36.1907653,-86.7892446,106.207,,5.817077846667451
2019-04-06T15:01:51Z,168564,36.1908478,-86.7890136,109.655,,22.96551549868385
2019-04-06T15:01:57Z,168564,36.1909233,-86.7887874,109.862,,22.004431226226167
2019-04-06T15:02:03Z,168564,36.1909736,-86.7886023,109.963,,17.560220721673
2019-04-06T15:02:09Z,168564,36.1910239,-86.7884184,110.071,,17.457949135032504
2019-04-06T15:02:15Z,168564,36.1910584,-86.7882908,113.942,,12.703078370524912
2019-04-06T15:02:21Z,168564,36.1911021,-86.7881271,115.799,,15.613131596273773
2019-04-06T15:02:27Z,168564,36.1911384,-86.7880066,114.808,"Great Circle Road, Cumberland Heights, Nashville, Davidson County, Tennessee, 37208, USA",11.60530907951288
2019-04-06T15:02:33Z,168564,36.1911551,-86.7879397,113.332,,6.467032759158134
2019-04-06T15:02:39Z,168564,36.1911743,-86.7878429,113.646,,8.969258435616979
2019-04-06T15:02:44Z,168564,36.1912025,-86.7877387,112.561,,9.94045998592127
2019-04-06T15:02:50Z,168564,36.191219,-86.7876914,111.73,,4.705694996007382
2019-04-06T15:02:55Z,168564,36.1912188,-86.7876891,111.386,,0.402028810690286
2019-04-06T15:03:01Z,168564,36.191226,-86.787684,112.306,,1.301977545385887
2019-04-06T15:03:07Z,168564,36.1912757,-86.7874981,114.115,,17.69983867828972
2019-04-06T15:03:13Z,168564,36.1913443,-86.7872359,111.31,,24.94039140277102
2019-04-06T15:03:18Z,168564,36.1913709,-86.7871124,111.107,,11.495697201603447
2019-04-06T15:03:23Z,168564,36.1914255,-86.7868712,110.869,,22.526544421044356
2019-04-06T15:03:29Z,168564,36.191476,-86.7865464,109.807,,29.76624802234928
2019-04-06T15:03:35Z,168564,36.1915006,-86.7862839,109.403,,23.77172896015522
2019-04-06T15:03:41Z,168564,36.1915098,-86.786165,113.935,,11.660068312077087
2019-04-06T15:03:46Z,168564,36.1915132,-86.786063,114.672,,9.211856998473962
2019-04-06T15:03:52Z,168564,36.1915277,-86.7860428,114.5,,2.4330304703488257
2019-04-06T15:03:58Z,168564,36.1915474,-86.7859227,114.13,,11.027775086895053
2019-04-06T15:04:04Z,168564,36.1915675,-86.7857028,112.438,,19.97642780785703
2019-04-06T15:04:10Z,168564,36.1915631,-86.7856146,114.931,,8.330108324564025
2019-04-06T15:04:15Z,168564,36.1915827,-86.7855162,116.192,,9.200885119545601
2019-04-06T15:04:21Z,168564,36.191614,-86.7852332,117.221,"1941, Cement Plant Rd, Metro Second and Hume, Nashville, Davidson County, Tennessee, 37208, USA",25.711381778040863
2019-04-06T15:04:27Z,168564,36.1916361,-86.7849829,117.011,,22.64780152910481
2019-04-06T15:04:33Z,168564,36.1916416,-86.7848055,116.572,,15.974243287704885
2019-04-06T15:04:38Z,168564,36.1916532,-86.7845506,115.8,,22.976483781991348
2019-04-06T15:04:43Z,168564,36.1916643,-86.7844312,113.392,,11.074979955595618
2019-04-06T15:04:48Z,168564,36.1916835,-86.7842498,111.721,,16.53944880926065
2019-04-06T15:04:54Z,168564,36.1916855,-86.7841924,112.076,,5.179879799317729
2019-04-06T15:05:00Z,168564,36.1916904,-86.7841096,112.675,,7.491383611375976
2019-04-06T15:05:06Z,168564,36.1916996,-86.7839773,113.324,,11.961260468004824
2019-04-06T15:05:12Z,168564,36.1917046,-86.7839348,112.336,,3.9871328033837976
2019-04-06T15:05:18Z,168564,36.191701,-86.7839428,112.711,,0.9044266719373462
2019-04-06T15:05:24Z,168564,36.191704,-86.7839077,112.511,,3.1809198608316906
2019-04-06T15:05:30Z,168564,36.1917238,-86.783639,113.821,,24.303630001898217
2019-04-06T15:05:36Z,168564,36.1917467,-86.7834336,117.357,,18.981225860564376
2019-04-06T15:05:42Z,168564,36.1917462,-86.783335,120.29,,9.341306918888462
2019-04-06T15:05:48Z,168564,36.1917507,-86.7831596,118.094,,15.936559078120615
2019-04-06T15:05:53Z,168564,36.191789,-86.7829282,114.415,,21.559317062532763
2019-04-06T15:05:59Z,168564,36.1917936,-86.7828961,112.921,,3.2907411829377895
2019-04-06T15:06:05Z,168564,36.1917902,-86.7827123,112.432,,16.54369156832264
2019-04-06T15:06:11Z,168564,36.1918068,-86.7825456,113.873,,15.175366391764088
2019-04-06T15:06:16Z,168564,36.1918334,-86.7823668,114.435,"1300, Vashti St, Cumberland Heights, Nashville, Davidson County, Tennessee, 37207, USA",16.36069974406036
2019-04-06T15:06:21Z,168564,36.1918367,-86.7820905,115.179,,24.866031008811014
2019-04-06T15:06:26Z,168564,36.1918283,-86.7820211,115.608,,6.326054004682543
2019-04-06T15:06:32Z,168564,36.1918265,-86.7820339,113.901,,2.0686393170472863
2019-04-06T15:06:38Z,168564,36.1918183,-86.7820023,112.688,,3.2214924958033486
2019-04-06T15:06:44Z,168564,36.1918105,-86.7819101,110.333,,8.664293918291044
2019-04-06T15:06:49Z,168564,36.1918182,-86.7817184,110.568,,17.265480741964257
2019-04-06T15:06:55Z,168564,36.1918313,-86.7813709,108.814,,31.339272083946273
2019-04-06T15:07:00Z,168564,36.1918481,-86.7811033,108.895,,24.141862170345902
2019-04-06T15:07:06Z,168564,36.1918606,-86.7806742,108.661,,38.6215948299788
2019-04-06T15:07:11Z,168564,36.191823,-86.7801847,108.271,,44.22769761248524
2019-04-06T15:07:17Z,168564,36.1917548,-86.7797358,106.738,,41.10861238943792
2019-04-06T15:07:23Z,168564,36.1916257,-86.7792825,107.08,,43.21751721343771
2019-04-06T15:07:29Z,168564,36.1914414,-86.7788214,107.499,,46.24430056868912
2019-04-06T15:07:34Z,168565,36.1912308,-86.7783999,106.041,,44.56015358003948
2019-04-06T15:07:39Z,168565,36.1909166,-86.7779439,104.006,,53.87035155700835
2019-04-06T15:07:45Z,168565,36.1905784,-86.7775242,103.046,,53.23926275724484
2019-04-06T15:07:51Z,168565,36.1903526,-86.7772732,103.782,,33.73498144087731
2019-04-06T15:07:57Z,168565,36.1901067,-86.7770329,100.474,,34.96660132630851
2019-04-06T15:08:02Z,168565,36.19001,-86.7769895,99.399,,11.468787167789563
2019-04-06T15:08:08Z,168565,36.189968,-86.7769353,100.808,"905, Cowan St, Cumberland Heights, Nashville, Davidson County, Tennessee, 37207, USA",6.8900733779411745
2019-04-06T15:08:13Z,168565,36.1898091,-86.7768394,97.886,,19.845455838145377
2019-04-06T15:08:19Z,168565,36.1894648,-86.7766309,99.493,,42.590229484043554
2019-04-06T15:08:25Z,168565,36.1890465,-86.7764519,101.039,,49.15390906883698
2019-04-06T15:08:30Z,168565,36.1885313,-86.7763181,98.856,,58.46266008000963
2019-04-06T15:08:36Z,168565,36.1876393,-86.7761634,97.77,,99.95934433529685
2019-04-06T15:08:41Z,168565,36.1867722,-86.7760806,96.102,,96.51927767862756
2019-04-06T15:08:47Z,168565,36.1858598,-86.7759501,94.135,,101.94089997553739
2019-04-06T15:08:53Z,168565,36.1850596,-86.7758319,92.954,,89.43557283248576
2019-04-06T15:08:59Z,168565,36.1846443,-86.7757322,95.595,,47.022180775415045
2019-04-06T15:09:04Z,168565,36.1845006,-86.7756826,93.756,,16.659808782121146
2019-04-06T15:09:10Z,168565,36.1841454,-86.775585,94.135,,40.382202551952936
2019-04-06T15:09:16Z,168565,36.1835226,-86.7754165,97.451,,70.82880709663962
2019-04-06T15:09:21Z,168565,36.1827982,-86.7752235,99.602,,82.26409223326547
2019-04-06T15:09:27Z,168565,36.1819127,-86.7749889,98.419,,100.50647327647775
2019-04-06T15:09:32Z,168565,36.181379,-86.7748241,98.008,,61.05031476316762
2019-04-06T15:09:38Z,168565,36.1810297,-86.7747062,97.4,,40.18926344982371
2019-04-06T15:09:44Z,168565,36.1807217,-86.7746114,100.19,,35.33518617896934
2019-04-06T15:09:50Z,168565,36.1803456,-86.774458,98.983,,43.97251711318803
2019-04-06T15:09:56Z,168565,36.1800477,-86.7743356,98.648,,34.843470064477295
2019-04-06T15:10:01Z,168565,36.1798428,-86.774262,97.297,"North 1st Street, East Germantown, Nashville, Davidson County, Tennessee, 37207, USA",23.71947160164523
2019-04-06T15:10:07Z,168565,36.1798005,-86.7742274,98.588,,5.778114542243887
2019-04-06T15:10:13Z,168565,36.1797631,-86.7742083,100.438,,4.857756914062029
2019-04-06T15:10:19Z,168565,36.1796498,-86.7741662,100.123,,13.134077936972423
2019-04-06T15:10:25Z,168565,36.1795126,-86.7741138,100.527,,15.9424805667881
2019-04-06T15:10:31Z,168565,36.1791211,-86.7739323,99.78,,46.41553062414023
2019-04-06T15:10:36Z,168565,36.178754,-86.7737647,98.673,,43.44982744167758
2019-04-06T15:10:42Z,168565,36.1785685,-86.7736804,98.244,,21.940625619446234
2019-04-06T15:10:48Z,168565,36.1784706,-86.773613,100.101,,12.57880365872577
2019-04-06T15:10:54Z,168565,36.1782427,-86.7735162,100.307,,26.746877967358383
2019-04-06T15:10:59Z,168565,36.1780219,-86.7734234,98.529,,25.945139335874387
2019-04-06T15:11:04Z,168565,36.1779272,-86.7733814,99.806,,11.239720872908775
2019-04-06T15:11:10Z,168566,36.1776207,-86.7732464,101.426,,36.15018961649487
2019-04-06T15:11:15Z,168566,36.1774542,-86.773158,102.303,,20.133534936744233
2019-04-06T15:11:21Z,168566,36.1774221,-86.77313,102.85,,4.39679615821303
2019-04-06T15:11:26Z,168566,36.1772079,-86.7730024,101.758,,26.417943150242923
2019-04-06T15:11:32Z,168566,36.1770177,-86.7729101,103.446,,22.742812968725264
2019-04-06T15:11:38Z,168566,36.1770121,-86.7728792,99.346,,4.9923714536648225
2019-04-06T15:11:44Z,168566,36.1770064,-86.7728868,99.576,,0.9593867797255249
2019-04-06T15:11:49Z,168566,36.1768824,-86.7728133,99.406,,15.266836178321137
2019-04-06T15:11:55Z,168566,36.1767802,-86.7727454,102.485,"Spring Street, East Germantown, Nashville, Davidson County, Tennessee, 37207, USA",13.243930702640252
2019-04-06T15:12:00Z,168566,36.1767918,-86.7727532,101.161,,1.9754037903798924
2019-04-06T15:12:06Z,168566,36.1766525,-86.7726789,101.677,,16.848556688481676
2019-04-06T15:12:12Z,168566,36.1764298,-86.7725422,102.428,,27.612927410378614
2019-04-06T15:12:17Z,168566,36.1761315,-86.7724093,102.185,,35.19458091028039
2019-04-06T15:12:22Z,168566,36.1758152,-86.7725225,100.674,,36.57677680025103
2019-04-06T15:12:28Z,168566,36.1756993,-86.7728156,98.12,,29.448694287921846
2019-04-06T15:12:33Z,168566,36.1757099,-86.7729878,99.439,,15.592390137978558
2019-04-06T15:12:39Z,168566,36.1758151,-86.7732298,98.497,,24.721470420375883
2019-04-06T15:12:45Z,168566,36.1760358,-86.773436,98.627,,30.722821416511763
2019-04-06T15:12:51Z,168566,36.176169,-86.773503,97.284,,16.018610714241884
2019-04-06T15:12:56Z,168566,36.1762272,-86.7735218,97.324,,6.676022086646246
2019-04-06T15:13:02Z,168566,36.1763186,-86.7735447,96.003,,10.433200319626035
2019-04-06T15:13:07Z,168566,36.1765524,-86.77347,94.459,,26.84407980341375
2019-04-06T15:13:13Z,168566,36.1766805,-86.7732222,94.863,,26.442221499961935
2019-04-06T15:13:19Z,168566,36.176691,-86.7727737,93.187,,40.400212081950514
2019-04-06T15:13:25Z,168566,36.1766825,-86.7723353,93.523,,39.45268562568671
2019-04-06T15:13:30Z,168566,36.1766273,-86.7719694,96.76,,33.6387882100389
2019-04-06T15:13:35Z,168566,36.1766079,-86.771589,97.309,,34.2941821220361
2019-04-06T15:13:41Z,168566,36.1765874,-86.7715079,98.471,,7.730273246600861
2019-04-06T15:13:46Z,168566,36.1765863,-86.7715068,98.406,"Spring Street, East Germantown, Nashville, Davidson County, Tennessee, 37207, USA",0.17004947158288486
2019-04-06T15:13:52Z,168566,36.1765851,-86.7715021,98.701,,0.5324849275205386
2019-04-06T15:13:57Z,168566,36.1765769,-86.7713906,99.057,,10.07842087218646
2019-04-06T15:14:03Z,168566,36.1765312,-86.7709217,100.117,,42.500906425463896
2019-04-06T15:14:08Z,168566,36.1765151,-86.7708218,101.527,,9.271069301319816
2019-04-06T15:14:13Z,168566,36.1765068,-86.7707725,102.335,,4.601329464077879
2019-04-06T15:14:18Z,168566,36.176507,-86.7707639,101.944,,0.8671605867160134
2019-04-06T15:14:24Z,168566,36.1765171,-86.7707252,102.39,,3.6846293721845633
2019-04-06T15:14:30Z,168566,36.176487,-86.7702682,104.155,,41.28665007270516
2019-04-06T15:14:36Z,168566,36.1764719,-86.770062,104.229,,18.626209477034195
2019-04-06T15:14:41Z,168566,36.176457,-86.7700088,102.692,,5.291740359892863
2019-04-06T15:14:47Z,168566,36.1764275,-86.7698381,105.63,,15.974343562706219
2019-04-06T15:14:53Z,168566,36.1763915,-86.7694427,106.348,,35.802546207671845
2019-04-06T15:14:59Z,168566,36.1763523,-86.768938,105.122,,45.629178638442276
2019-04-06T15:15:04Z,168566,36.1763044,-86.7685018,106.859,,39.63871388370598
2019-04-06T15:15:10Z,168566,36.1762815,-86.7679109,105.316,,53.24283868368372
2019-04-06T15:15:16Z,168566,36.1762175,-86.7671836,106.597,,65.82765058313925
2019-04-06T15:15:22Z,168566,36.1760439,-86.7666102,106.741,,55.06508727209299
2019-04-06T15:15:28Z,168566,36.175633,-86.7661126,106.792,,63.897972892600535
2019-04-06T15:15:33Z,168566,36.1751433,-86.7659282,104.834,,56.848812011769894
2019-04-06T15:15:38Z,168566,36.1745997,-86.7660838,103.211,"Spring Street, East Nashville, Nashville, Davidson County, Tennessee, 37206, USA",61.94438262568333
2019-04-06T15:15:43Z,168566,36.1744672,-86.7666826,100.295,,55.91805868798472
2019-04-06T15:15:48Z,168566,36.1749206,-86.76702,100.593,,58.759569364144305
2019-04-06T15:15:54Z,168566,36.1756851,-86.7665331,103.208,,95.50968581116894
2019-04-06T15:16:00Z,168566,36.1764434,-86.7656142,100.359,,117.99306481042457
2019-04-06T15:16:06Z,168567,36.1773669,-86.7644943,100.281,,143.70710779666538
2019-04-06T15:16:11Z,168567,36.1781958,-86.7635479,101.537,,125.34123708609613
2019-04-06T15:16:16Z,168567,36.1791457,-86.7628443,99.844,,122.96142633812256
2019-04-06T15:16:22Z,168567,36.180542,-86.7624046,99.815,,159.90862109642015
2019-04-06T15:16:27Z,168567,36.1817114,-86.7619351,97.913,,136.47518423113684
2019-04-06T15:16:32Z,168567,36.1827472,-86.7613028,96.805,,128.2457548626008
2019-04-06T15:16:38Z,168567,36.1838915,-86.7605493,94.553,,143.95274269769962
2019-04-06T15:16:44Z,168567,36.1850291,-86.7596959,96.23,,147.7522561295388
2019-04-06T15:16:50Z,168567,36.1859386,-86.758595,99.141,,141.4234619127621
2019-04-06T15:16:56Z,168567,36.1867244,-86.7573028,99.552,,145.30728722860374
2019-04-06T15:17:01Z,168567,36.1873589,-86.7562298,101.379,,119.48312242585325
2019-04-06T15:17:06Z,168567,36.187968,-86.7552,102.697,,114.67574746663173
2019-04-06T15:17:12Z,168568,36.1889108,-86.7541633,105.414,,140.17112067688308
2019-04-06T15:17:17Z,168568,36.1898858,-86.7534594,105.679,,125.3555341933216
2019-04-06T15:17:22Z,168568,36.1909716,-86.7530188,107.732,,126.852294023914
2019-04-06T15:17:28Z,168568,36.192289,-86.7528068,109.969,"McFerrin Missionary Baptist Church, East Nashville, Nashville, Davidson County, Tennessee, 37206, USA",147.43998018876167
2019-04-06T15:17:33Z,168568,36.1933268,-86.7526923,111.258,,115.62574424288185
2019-04-06T15:17:38Z,168568,36.1943455,-86.7525332,116.864,,114.07963510448904
2019-04-06T15:17:44Z,168568,36.1955989,-86.7523696,124.026,,140.0426579662873
2019-04-06T15:17:50Z,168568,36.1968902,-86.7521804,124.367,,144.2961839882865
2019-04-06T15:17:56Z,168568,36.1982235,-86.7518739,126.634,,150.51277380398028
2019-04-06T15:18:01Z,168568,36.1992976,-86.7515956,125.556,,121.7920053091533
2019-04-06T15:18:06Z,168568,36.2004197,-86.751307,126.568,,127.1943474409919
2019-04-06T15:18:12Z,168568,36.2018924,-86.7509217,128.352,,167.06118177533662
2019-04-06T15:18:17Z,168569,36.2031308,-86.7505211,130.781,,142.08413235472005
